ee_sandbox_ee_fifa_parsed_players_parsed_name,position_group,ee_sandbox_ee_fifa_parsed_teams_parsed_name,avg_rating,duel_win,dribble_success,tackle_success,passes_per_90,minutes_played,matches_played
Jhon Arias,Midfielder,Colombia,7.24,0.589744,0.75,0.642857,56.692913,381,5
Miguel Almirón,Midfielder,Paraguay,6.4,0.553191,0.538462,0.777778,21.875,288,4
Gabriel Gudmundsson,Defender,Sweden,6.75,0.633333,0.333333,0.5,33.072289,332,4
Diney Borges,Defender,Cabo Verde,7.275,0.694444,0.666667,0.636364,46.384615,390,4
Kevin Pina,Midfielder,Cabo Verde,7.05,0.583333,0.625,0.875,41.538462,351,4
Gen Shoji,Defender,Japan,6.833333333333333,0.6875,0.5,0.333333,59.333333,270,4
Cheikhou Kouyaté,Midfielder,Senegal,6.725,0.55,0.666667,0.5,27.329843,191,4
Thapelo Maseko,Midfielder,South Africa,7.066666666666666,0.458333,0.375,0.166667,16.530612,245,4
Noah Sadiki,Midfielder,DR Congo,6.85,0.538462,0.666667,0.333333,39.767442,258,4
Axel Tuanzebe,Defender,DR Congo,6.65,0.588235,,0.4,39,360,4
Nampalys Mendy,Midfielder,Senegal,6.8,0.5,1,1,51.758242,273,4
Radamel Falcao,Forward,Colombia,6.825,0.38961,0.714286,0.5,24.827586,377,4
Mohanad Lasheen,Midfielder,Egypt,6.949999999999999,0.577778,0.75,0.6875,48.162162,370,4
Nicolas Seiwald,Midfielder,Austria,7,0.764706,,0.5,44,315,4
Mitchell Duke,Forward,Australia,6.85,0.428571,0.5,,20.364964,274,4
Ermedin Demirović,Forward,Bosnia & Herzegovina,6.425,0.404255,0.166667,0.4,12.38764,356,4
Rayan Aït-Nouri,Defender,Algeria,6.5,0.627907,0.5,0.8125,56.597938,291,4
Amar Dedić,Defender,Bosnia & Herzegovina,6.5,0.529412,0.25,0.7,25.333333,270,4
Nikola Vasilj,Goalkeeper,Bosnia & Herzegovina,5.875,,,,35.5,360,4
Evidence Makgopa,Forward,South Africa,6.675,0.511628,0.5,0.25,16.478873,213,4
Zanka,Defender,Denmark,6.8,0.5,,1,41.506849,219,4
Thalente Mbatha,Midfielder,South Africa,6.6,0.388889,,0.333333,34.054054,259,4
Mbekezeli Mbokazi,Defender,South Africa,6.95,0.6,0.333333,0.625,51.5,360,4
Carlos Vela,Forward,Mexico,7.125,0.541667,0.714286,1,33.540373,322,4
Gerard Piqué,Defender,Spain,6.95,0.604651,,0.666667,81.461538,390,4
Florian Wirtz,Midfielder,Germany,7.6,0.478261,0.5,0.857143,63.471074,363,4
Aïssa Mandi,Defender,Algeria,6.85,0.73913,,0.6,96.376022,367,4
Deroy Duarte,Midfielder,Cabo Verde,7.025,0.631579,,0.625,34.431818,264,4
Kwasi Sibo,Midfielder,Ghana,6.525,0.25,,,33.975904,249,4
Craig Goodwin,Midfielder,Australia,6.975,0.368421,,0.75,27.957447,235,4
Alvaro Morata,Forward,Spain,7.175,0.357143,0.333333,1,20.163934,183,4
Yunus Musah,Midfielder,USA,6.75,0.45,0.4,0.75,44.869565,345,4
David Silva,Midfielder,Spain,7.025,0.388889,0.714286,1,56.422018,327,4
Éver Banega,Midfielder,Argentina,7,0.459459,0.555556,0.75,85.833333,216,4
Wilmar Barrios,Midfielder,Colombia,6.8,0.485714,,0.916667,44.498141,269,4
Jakub Kiwior,Defender,Poland,6.65,0.454545,,0.5,51.825843,356,4
Takashi Inui,Midfielder,Japan,7.05,0.461538,1,0.714286,38.835616,292,4
Ryan Gravenberch,Midfielder,Netherlands,6.775,0.428571,0.285714,0.25,32.680115,347,4
Vozinha,Goalkeeper,Cabo Verde,7.85,,1,,31.846154,390,4
Bart Verbruggen,Goalkeeper,Netherlands,7.225,,,,26.076923,390,4
Miguel Layún,Defender,Mexico,6.825,0.484848,0.571429,0.6,28.598131,321,4
Henrik Dalsgaard,Defender,Denmark,7.175,0.608696,0.5,0.909091,30.923077,390,4
Hamdy Fathy,Midfielder,Egypt,6.75,0.730769,,0.181818,49.294606,241,4
Arthur Masuaku,Defender,DR Congo,6.825,0.533333,0.166667,0.625,40.188679,318,4
Samuel Moutoussamy,Midfielder,DR Congo,6.725,0.5,1,0.571429,39.189189,333,4
Marin Pongračić,Defender,Croatia,6.633333333333333,0.4375,,0.6,68.666667,270,4
Ibrahim Sangaré,Midfielder,Côte d'Ivoire,7.375,0.657143,,0.357143,66.828358,268,4
Gustaf Lagerbielke,Defender,Sweden,6.45,0.604651,1,0.461538,52.724796,367,4
Luca Zidane,Goalkeeper,Algeria,6.3999999999999995,,,,28.592058,277,4
Esmir Bajraktarević,Forward,Bosnia & Herzegovina,6.4,0.210526,0.166667,,27.117904,229,4
Jonas Adjei Adjetey,Defender,Ghana,6.966666666666666,0.538462,,0.75,48.8,225,4
Farès Chaïbi,Midfielder,Algeria,6.55,0.5,0.333333,0.833333,59.591281,367,4
Shuichi Gonda,Goalkeeper,Japan,6.8500000000000005,0.5,,,23.076923,390,4
Przemyslaw Frankowski,Midfielder,Poland,6.8,0.625,1,0.571429,24.375,240,4
Moussa Niakhaté,Defender,Senegal,7.05,0.625,0.5,0.5,69.461538,390,4
Aubrey Modiba,Defender,South Africa,7.1,0.655172,0.5,0.454545,30.864553,347,4
Blerim Džemaili,Midfielder,Switzerland,6.55,0.395833,0.6,0.666667,26.503067,326,4
Michael Gregoritsch,Forward,Austria,6.466666666666666,0.5,,,16.105263,190,4
Micky van de Ven,Defender,Netherlands,6.533333333333334,0.47619,,0.75,32.819549,266,4
Lamine Camara,Midfielder,Senegal,6.6,0.413793,0.6,0.333333,50.04,250,4
Steven Moreira,Defender,Cabo Verde,6.433333333333334,0.529412,1,1,26.312292,301,4
Cédric Bakambu,Forward,DR Congo,6.3999999999999995,0.347826,0.666667,,13.056995,193,4
David De Gea,Goalkeeper,Spain,6.175,,,,15.923077,390,4
Nicolas Pépé,Forward,Côte d'Ivoire,7.1,0.285714,0.571429,,40.57377,244,4
Paul Okon-Engstler,Midfielder,Australia,6.825,0.434783,,0.4,35.735294,204,4
Hugo Ayala,Defender,Mexico,6.85,0.5,,0.75,31.764706,187,4
Alessandro Circati,Defender,Australia,7.425,0.673913,1,0.8,45.34005,397,4
Alexander Isak,Forward,Sweden,7,0.28,0.25,1,19.75,360,4
Lucas Herrington,Defender,Australia,6.5,0.4375,,0.5,51.857143,210,4
Xaver Schlager,Midfielder,Austria,6.475,0.30303,,0.5,53.849372,239,4
Jonathan Tah,Defender,Germany,6.925,0.333333,0.5,1,91.206434,373,4
Isco,Midfielder,Spain,8.2,0.671053,0.741935,0.4,102.461538,390,4
Pico,Defender,Cabo Verde,7.275,0.730769,,0.714286,42,390,4
Anthony Elanga,Forward,Sweden,7.266666666666667,0.588235,0.5,,28.914027,221,4
Crysencio Summerville,Midfielder,Netherlands,7.475,0.5,0.375,0.4,23.12253,253,4
Abdou Diallo,Defender,Senegal,6.475,0.45,,1,47.168675,332,4
Walker Zimmerman,Defender,USA,6.975,0.55,,0.666667,78.345324,278,4
Franck Kessié,Midfielder,Côte d'Ivoire,6.825,0.45,0.333333,1,49.020173,347,4
Kerim Alajbegović,Midfielder,Bosnia & Herzegovina,6.625,0.432432,0.588235,,29.891697,277,4
Boulaye Dia,Forward,Senegal,6.675,0.344828,0.5,,14.34375,320,4
Willy Caballero,Goalkeeper,Argentina,5.9,,,,26.5,180,4
Rafik Belghali,Midfielder,Algeria,6.6,0.382353,0.222222,0.428571,44.324324,333,4
Tijjani Reijnders,Midfielder,Netherlands,6.633333333333333,0.416667,0.333333,,27.761194,201,4
Jakub Kamiński,Midfielder,Poland,6.65,0.344828,0.5,0.166667,21.244635,233,4
Matheus Uribe,Midfielder,Colombia,6.666666666666667,0.481481,0.5,0.5,43.516484,182,4
Kaishu Sano,Midfielder,Japan,7.2,0.333333,1,0.666667,46,270,4
Yoane Wissa,Forward,DR Congo,7.125,0.432432,0.333333,1,17.5,360,4
Alexander Bernhardsson,Midfielder,Sweden,6.366666666666667,0.419355,0.4,0.4,26.470588,221,4
Brian Brobbey,Forward,Netherlands,7.2250000000000005,0.5,,0.5,8.534483,232,4
Yasin Ayari,Midfielder,Sweden,7.1499999999999995,0.463415,0.285714,0.8,26.896552,348,4
Zion Suzuki,Goalkeeper,Japan,7.225,0.833333,,,23.25,360,4
Cédric Soares,Midfielder,Portugal,6.633333333333333,0.483871,1,0.625,43.333333,270,4
Oswin Appollis,Midfielder,South Africa,6.675,0.5,0.8,0.6,33.529412,255,4
Jamiro Monteiro,Midfielder,Cabo Verde,6.425,0.346154,,0.571429,32.756184,283,4
Khuliso Mudau,Defender,South Africa,6.875,0.705882,0.8,0.8,40.25,360,4
Emmanuel Agbadou,Defender,Côte d'Ivoire,6.966666666666666,0.75,1,0.75,53.666667,270,4
Sergio Ramos,Defender,Spain,7.125,0.595238,,0.555556,117.230769,390,4
Marcos Rojo,Defender,Argentina,6.8,0.592593,1,1,65.2,225,4
Guéla Doué,Defender,Côte d'Ivoire,6.85,0.566667,,0.833333,45.487365,277,4
Lionel Mpasi Nzau,Goalkeeper,DR Congo,6.775,,,,30.75,360,4
Ngal'ayel Mukau,Midfielder,DR Congo,6.55,0.411765,0.5,1,32.142857,196,4
João Moutinho,Midfielder,Portugal,6.8999999999999995,0.470588,1,0.777778,37.459459,185,4
Romano Schmid,Midfielder,Austria,6.7,0.37931,0.5,0.8,30.112782,266,4
Odilon Kossounou,Defender,Côte d'Ivoire,6.775,0.692308,1,0.6,48.214286,280,4
Sebastian Larsson,Midfielder,Sweden,6.65,0.333333,,0.6,45,318,4
Enzo Pérez,Midfielder,Argentina,6.400000000000001,0.368421,1,0.666667,52.615385,195,4
Kim Jin-su,Defender,South Korea,6.95,0.787879,,0.5,28.571429,315,4
Jerome Opoku,Defender,Ghana,7.166666666666667,0.75,1,0.666667,37.333333,270,4
Diego Gómez,Midfielder,Paraguay,6.45,0.425926,0.5,0.5,31.954397,307,4
Keito Nakamura,Midfielder,Japan,7.15,0.666667,0.833333,0.75,31.354839,310,4
Yahia Fofana,Goalkeeper,Côte d'Ivoire,7.15,,,,25.5,360,4
Amine Gouiri,Forward,Algeria,6.575,0.266667,0.333333,1,19.730769,260,4
Nabil Bentaleb,Midfielder,Algeria,6.925000000000001,0.545455,0.5,0.5,88.118467,287,4
Aaron Wan-Bissaka,Defender,DR Congo,7.025,0.607143,0.4,0.4,26.873239,355,4
Pedro Vite,Midfielder,Ecuador,7.475,0.511111,,0.733333,75.75,360,4
Sead Kolašinac,Defender,Bosnia & Herzegovina,6.65,0.548387,0.5,0.666667,39.026549,339,4
Marcel Sabitzer,Midfielder,Austria,6.875,0.4,0.25,0.5,29.25,360,4
Joel Ordóñez,Defender,Ecuador,6.533333333333334,0.588235,1,1,46.8,225,4
David Alaba,Defender,Austria,7.075,0.545455,0.5,0.5,73.489209,278,4
Donyell Malen,Forward,Netherlands,6.7,0.470588,0.444444,,17.326203,187,4
Nestory Irankunda,Forward,Australia,6.825,0.5,0.5,,16.363636,264,4
Petar Sučić,Midfielder,Croatia,7,0.4,0.5,0.4,40,288,4
Maxi Meza,Midfielder,Argentina,6.825,0.454545,0.714286,1,46.086957,207,4
Stefan Posch,Defender,Austria,5.800000000000001,0.444444,,0.75,32.432432,333,4
John Yeboah,Forward,Ecuador,7,0.666667,0.875,0.75,28.857143,315,4
Ange-Yoan Bonny,Forward,Côte d'Ivoire,6.4,0.333333,0.5,0.666667,12.20339,236,4
Philipp Lienhart,Defender,Austria,6.6,0.75,,1,69,180,4
Patrick Beach,Goalkeeper,Australia,7.525,0.5,1,,22.727273,396,4
Benjamin Asare,Goalkeeper,Ghana,7.166666666666667,,,,20.4,225,4
Nilson Angulo,Midfielder,Ecuador,6.925,0.545455,0.666667,0.5,33.440367,218,4
Konrad Laimer,Defender,Austria,6.4,0.473684,0.714286,0.6,33.5,360,4
Diego Costa,Forward,Spain,7.175000000000001,0.25,0.666667,1,18.84375,320,4
Salman Alfaraj,Midfielder,Saudi Arabia,7.075,0.448276,0.444444,0.25,76.857143,315,4
Ghislain Konan,Defender,Côte d'Ivoire,6.8,0.48,0.666667,1,40.817844,269,4
Krystian Bielik,Defender,Poland,6.625,0.5,0.333333,0.6,41.25,216,4
Andrés Iniesta,Midfielder,Spain,7.1,0.541667,0.7,1,90.950704,284,4
Viktor Gyökeres,Forward,Sweden,6.95,0.384615,0.2,0.5,16.675749,367,4
Nicolai Jørgensen,Forward,Denmark,6.666666666666667,0.346154,,1,17.830189,212,4
Felix Nmecha,Midfielder,Germany,7.075,0.522727,0.25,0.692308,47.647059,272,4
Martin Baturina,Midfielder,Croatia,7.15,0.6,0.769231,0.666667,26.944444,324,4
Caleb Yirenkyi,Midfielder,Ghana,6.75,0.258065,0.75,0.5,23.161765,272,4
Ime Okon,Defender,South Africa,6.775,0.6,1,0.666667,69.25,360,4
Stjepan Radeljić,Defender,Bosnia & Herzegovina,6.7,0.857143,,0.333333,75.5,180,4
Connor Metcalfe,Midfielder,Australia,6.8,0.444444,1,0.8,21.801242,322,4
Ibrahim Maza,Forward,Algeria,6.55,0.555556,0.565217,0.4,34.846797,359,4
Derrick Luckassen,Defender,Ghana,7.25,0.846154,,0.333333,66.5,180,4
Mory Diaw,Goalkeeper,Senegal,6.466666666666666,0.8,1,,32.278481,237,4
Ramy Bensebaini,Defender,Algeria,6.824999999999999,0.7,1,0.6,95.395095,367,4
Steve Kapuadi,Defender,DR Congo,6.35,0.4,,1,28,180,4
Yuya Osako,Forward,Japan,6.975,0.484375,0.833333,0.5,21.915584,308,4
Juan Cuadrado,Midfielder,Colombia,7.125,0.45283,0.6,1,39.969789,331,4
Javier Hernández,Forward,Mexico,7.025,0.444444,0.444444,,19.636364,330,4
Amad Diallo,Midfielder,Côte d'Ivoire,7.7,0.538462,0.538462,0.8,36.684783,184,4
Ronwen Williams,Goalkeeper,South Africa,7.25,0.5,,,56.75,360,4
Johan Manzambi,Midfielder,Switzerland,7.575,0.290323,0.357143,,24.75,200,4
Marvin Senaya,Defender,Ghana,6.925,0.65,,0.6,25.071429,280,4
Paul Wanner,Midfielder,Austria,6.3,0.323529,0.2,0.333333,30,234,4
Benjamin Tahirović,Midfielder,Bosnia & Herzegovina,6.55,0.611111,,0.666667,42.531646,237,4
Nikola Katić,Defender,Bosnia & Herzegovina,6.9,0.609756,,0.6,48.113208,318,4
Christ Inao Oulaï,Midfielder,Côte d'Ivoire,7.075,0.633333,0.714286,0.666667,54.951923,208,4
Riyad Mahrez,Midfielder,Algeria,7.35,0.482759,0.333333,0.5,45.171103,263,4
Kevin Danso,Defender,Austria,6.7,0.631579,1,0.5,63.640167,239,4
Aleksandar Pavlović,Midfielder,Germany,6.675000000000001,0.235294,0.333333,1,83.759124,274,4
Jacob Widell Zetterström,Goalkeeper,Sweden,7.85,,,,29.5,180,4
Lasse Schöne,Midfielder,Denmark,6.833333333333333,0.52381,0.5,0.75,51.369863,219,4
Makoto Hasebe,Defender,Japan,6.575,0.321429,1,0.75,70.899281,278,4
Javier Mascherano,Midfielder,Argentina,6.775,0.458333,0.75,0.75,86.75,360,4
Jan Paul van Hecke,Defender,Netherlands,7.675,0.676471,,0.333333,85.846154,390,4
Pione Sisto,Forward,Denmark,6.925,0.564103,0.785714,0.4,31.034483,232,4
Valon Behrami,Midfielder,Switzerland,6.9,0.547619,1,0.571429,67.427653,311,4
Lucas Bergvall,Midfielder,Sweden,6.6,0.434783,1,0.333333,40.864865,185,4
Riley McGree,Midfielder,Australia,6.65,0.294118,,0.5,23.420074,269,4
Alexander Schlager,Goalkeeper,Austria,6.625,,,,30.75,360,4
Kye Rowles,Defender,Australia,7.1,0.7,,0.25,46.5,360,4
Amar Memić,Midfielder,Bosnia & Herzegovina,6.35,0.458333,0.2,0.666667,18.482143,224,4
Matty Cash,Defender,Poland,6.6,0.434783,0.5,0.75,30.25,360,4
Ivan Šunjić,Midfielder,Bosnia & Herzegovina,6.475,0.333333,,0.6,45.909091,198,4
Jordan Bos,Defender,Australia,6.725,0.480769,0.6,0.6,31.165049,309,4
Shinji Kagawa,Midfielder,Japan,6.833333333333333,0.526316,0.5,0.666667,53.146552,232,4
Gabriel Mercado,Defender,Argentina,6.666666666666667,0.514286,0.5,0.5,54,270,4
José Fonte,Defender,Portugal,6.725,0.653061,,,45.75,360,4
Yan Diomande,Forward,Côte d'Ivoire,7.5,0.578947,0.434783,0.461538,39.697885,331,4
Mikael Lustig,Defender,Sweden,7.1499999999999995,0.575758,1,0.333333,24.801136,352,4
Carlos Salcedo,Defender,Mexico,7.1,0.482759,1,0.75,54.93188,367,4
Ryan Mendes,Midfielder,Cabo Verde,6.8,0.4,0.714286,0.4,23.655589,331,4
Hidemasa Morita,Midfielder,Japan,6.633333333333333,0.24,,,48.315789,285,4
Chancel Mbemba,Defender,DR Congo,6.8,0.608696,1,0.75,41,360,4
Aiden O'Neill,Midfielder,Australia,6.975,0.62069,0.4,0.5,42.915531,367,4
Yasser Al-Shahrani,Defender,Saudi Arabia,6.9,0.5,1,0.625,48.885794,359,4
Genki Haraguchi,Midfielder,Japan,6.8,0.53125,0.5,0.636364,29.634146,246,4
Jack Hendry,Defender,Scotland,6.966666666666666,0.777778,,1,61.333333,270,3
Michael Estrada,Forward,Ecuador,6.866666666666667,0.489362,0.666667,,19.030837,227,3
Ladislav Krejčí,Defender,Czechia,6.866666666666667,0.606061,1,0.375,51.33574,277,3
Kamal Miller,Defender,Canada,6.666666666666667,0.68,0.5,0.666667,66.333333,270,3
Manuel Da Costa,Defender,Morocco,6.666666666666667,0.615385,,1,40.691489,188,3
Hannes Delcroix,Defender,Haiti,6.366666666666667,0.526316,,0.6,51,270,3
Merih Demiral,Defender,Türkiye,6.65,0.444444,,1,60.641711,187,3
Juninho Bacuna,Midfielder,Curaçao,6.566666666666666,0.36,0.4375,0.666667,24.705882,255,3
Josué Casimir,Midfielder,Haiti,6.1000000000000005,0.4,0.5,,25.856354,181,3
Mohammed Kudus,Midfielder,Ghana,7.7,0.526316,0.714286,0.8,28.554217,249,3
Miguel Trauco,Defender,Peru,6.866666666666667,0.478261,0.666667,0.75,55,270,3
Juan Sanabria,Defender,Uruguay,6.666666666666667,0.571429,,0.571429,34.682927,205,3
Ahmed Hegazy,Defender,Egypt,6.833333333333333,0.619048,1,0.333333,40.666667,270,3
Mohamed Abdel Shafi,Defender,Egypt,6.666666666666667,0.6,0.666667,1,48,270,3
Aron Gunnarsson,Midfielder,Iceland,6.6000000000000005,0.454545,0.5,0.4,27.035573,253,3
Mark Milligan,Defender,Australia,6.933333333333334,0.666667,,0.714286,82.666667,270,3
José Córdoba,Defender,Panama,6.566666666666666,0.380952,1,0.75,60.666667,270,3
Merchas Doski,Defender,Iraq,6.433333333333334,0.628571,0.25,0.692308,38,270,3
Andy Robertson,Defender,Scotland,6.633333333333333,0.384615,1,0.5,55.6,225,3
Zidane Iqbal,Midfielder,Iraq,6.566666666666666,0.666667,0.666667,0.5,59.361702,188,3
Mohammad Mohebi,Forward,Iran,6.7,0.52,,0.333333,27.55102,245,3
Timo Werner,Forward,Germany,6.8999999999999995,0.35,0.5,1,26.052632,266,3
Teboho Mokoena,Midfielder,South Africa,7.033333333333334,0.551724,1,0.75,64.666667,270,3
Chris Wood,Forward,New Zealand,6.566666666666666,0.363636,,1,15.69395,281,3
Medhi Benatia,Defender,Morocco,6.85,0.6,1,,65.5,180,3
Duško Tošić,Defender,Serbia,6.9,0.571429,,1,41.5,180,3
Issam Jebali,Forward,Tunisia,6.466666666666666,0.2,0.5,1,15.163043,184,3
