ee_sandbox_ee_fifa_parsed_players_parsed_name,position_group,ee_sandbox_ee_fifa_parsed_teams_parsed_name,minutes_played,goals,xg,assists,xa,matches_played
Lawrence Ati Zigi,Goalkeeper,Ghana,405,0,0,0,0.01,7
Unai Simón,Goalkeeper,Spain,1140,0,0,0,0.005,12
Andreas Granqvist,Defender,Sweden,450,2,0,0,0,5
Mike Maignan,Goalkeeper,France,731,0,0,0,0.005,8
Artem Dzyuba,Forward,Russia,333,3,0,2,0,5
Kamil Grosicki,Midfielder,Poland,226,0,0,1,0.106,7
Gonçalo Guedes,Midfielder,Portugal,245,0,0,1,0,9
Robin Hranáč,Defender,Czechia,277,0,0,0,0.007,3
Alisson,Goalkeeper,Brazil,1293,0,0,0,0.012,15
Rui Patrício,Goalkeeper,Portugal,360,0,0,0,0,9
Grant Hanley,Defender,Scotland,180,0,0,0,0.040999999999999995,3
Blaise Matuidi,Midfielder,France,336,0,0,0,0,6
Abdulla Abdullaev,Midfielder,Uzbekistan,180,0,0,0,0.009000000000000001,3
Marcelo,Defender,Brazil,286,0,0,0,0,5
Róman Torres,Defender,Panama,236,0,0,0,0,3
Nahitan Nández,Midfielder,Uruguay,293,0,0,0,0,5
Éver Banega,Midfielder,Argentina,216,0,0,2,0,4
Hannes Delcroix,Defender,Haiti,270,0,0,0,0.02,3
Ludwig Augustinsson,Defender,Sweden,450,1,0,0,0,5
Aleksandr Golovin,Midfielder,Russia,402,1,0,2,0,5
Gylfi Sigurðsson,Midfielder,Iceland,270,1,0,0,0,3
Armando Cooper,Midfielder,Panama,180,0,0,0,0,2
Vladimir Stojković,Goalkeeper,Serbia,270,0,0,0,0,3
Fabian Delph,Midfielder,England,220,0,0,0,0,6
Diego Laxalt,Midfielder,Uruguay,301,0,0,0,0,5
Corentin Tolisso,Midfielder,France,201,0,0,1,0,7
Marcos Rojo,Defender,Argentina,225,1,0,0,0,4
Enzo Pérez,Midfielder,Argentina,195,0,0,0,0,4
Khuliso Mudau,Defender,South Africa,360,0,0,0,0.34,4
Danley Jean Jacques,Midfielder,Haiti,260,0,0,0,0.040999999999999995,3
Ola Toivonen,Forward,Sweden,400,1,0,1,0,5
Pione Sisto,Forward,Denmark,232,0,0,0,0,4
Paul Okon-Engstler,Midfielder,Australia,204,0,0,1,0.07200000000000001,4
Osama Hawsawi,Defender,Saudi Arabia,270,0,0,0,0,3
Ivan Rakitić,Midfielder,Croatia,638,1,0,0,0,7
Yahia Fofana,Goalkeeper,Côte d'Ivoire,360,0,0,0,0.002,4
Hamdy Fathy,Midfielder,Egypt,241,0,0,0,0.018,4
Marwan Mohsen,Forward,Egypt,209,0,0,0,0,3
Dedryck Boyata,Defender,Belgium,270,0,0,0,0,7
Diego Costa,Forward,Spain,320,3,0,0,0,4
Miguel Trauco,Defender,Peru,270,0,0,0,0,3
Gerard Piqué,Defender,Spain,390,0,0,0,0,4
Lucas Herrington,Defender,Australia,210,0,0,0,0.12000000000000001,4
Milan Borjan,Goalkeeper,Canada,270,0,0,0,0.001,3
Moussa Wagué,Defender,Senegal,196,1,0,0,0,3
Patrick Beach,Goalkeeper,Australia,396,0,0,0,0.004,4
Ali Maâloul,Defender,Tunisia,270,0,0,0,0.121,6
Leon Balogun,Defender,Nigeria,270,0,0,0,0,3
Celso Borges,Midfielder,Costa Rica,521,0,0,0,0.025,6
Luis Advincula,Defender,Peru,270,0,0,0,0,3
Mathew Ryan,Goalkeeper,Australia,631,0,0,0,0.006,11
Kamal Miller,Defender,Canada,270,0,0,0,0.034,3
Mikael Lustig,Defender,Sweden,352,0,0,0,0,4
Abdukodir Khusanov,Defender,Uzbekistan,270,0,0,0,0.008,3
Mory Diaw,Goalkeeper,Senegal,237,0,0,0,0.004,4
Kye Rowles,Defender,Australia,360,0,0,0,0.01,4
Maxime Crépeau,Goalkeeper,Canada,450,0,0,0,0.005,5
Jaime Penedo,Goalkeeper,Panama,270,0,0,0,0,3
Tom Rogić,Midfielder,Australia,226,0,0,0,0,3
Nordin Amrabat,Midfielder,Morocco,256,0,0,0,0,3
Abduvokhid Nematov,Goalkeeper,Uzbekistan,180,0,0,0,0.002,3
Bryan Oviedo,Defender,Costa Rica,441,0,0,0,0.027999999999999997,6
Mohamed Elneny,Midfielder,Egypt,244,0,0,0,0,3
Gabriel Gómez,Midfielder,Panama,249,0,0,0,0,3
Cédric Soares,Midfielder,Portugal,270,0,0,0,0,4
Max Crocombe,Goalkeeper,New Zealand,281,0,0,0,0.011,3
Makoto Hasebe,Defender,Japan,278,0,0,0,0,4
Yerry Mina,Defender,Colombia,301,3,0,0,0,9
Erik Lira,Defender,Mexico,366,0,0,1,0.13799999999999998,5
Ørjan Nyland,Goalkeeper,Norway,480,0,0,0,0.017,6
Eloy Room,Goalkeeper,Curaçao,270,0,0,0,0.002,3
Axel Tuanzebe,Defender,DR Congo,360,0,0,0,0.01,4
Sung-Yueng Ki,Midfielder,South Korea,180,0,0,0,0,3
Yazeed Abu Laila,Goalkeeper,Jordan,270,0,0,0,0.003,3
Ahmed Hegazy,Defender,Egypt,270,0,0,0,0,3
Assim Madibo,Midfielder,Qatar,286,0,0,0,0.017,5
Chris Mepham,Defender,Wales,270,0,0,0,0.159,3
Guillermo Ochoa,Goalkeeper,Mexico,649,0,0,0,0.004,12
Isco,Midfielder,Spain,390,1,0,0,0,4
Hernán Galíndez,Goalkeeper,Ecuador,630,0,0,0,0.026,7
Javier Mascherano,Midfielder,Argentina,360,0,0,0,0,4
Jens Stryger Larsen,Defender,Denmark,270,0,0,0,0,7
Wojciech Szczęsny,Goalkeeper,Poland,540,0,0,0,0.015,7
Gaku Shibasaki,Midfielder,Japan,341,0,0,1,0,8
Dani Carvajal,Defender,Spain,365,0,0,1,0.040999999999999995,8
Diogo Costa,Goalkeeper,Portugal,900,0,0,0,0.008,10
Fidel Escobar,Defender,Panama,360,0,0,0,0.092,6
Joe Rodon,Defender,Wales,270,0,0,0,0.007,3
Gustavo Velázquez,Defender,Paraguay,255,0,0,0,0.016,5
Redouane Halhal,Defender,Morocco,180,0,0,0,0.004,6
Matěj Kovář,Goalkeeper,Czechia,277,0,0,0,0.004,3
Roman Zobnin,Midfielder,Russia,510,0,0,1,0,5
Phil Jones,Defender,England,180,0,0,0,0,7
João Moutinho,Midfielder,Portugal,185,0,0,1,0,4
Sergio Ramos,Defender,Spain,390,0,0,0,0,4
Christian Ramos,Defender,Peru,270,0,0,0,0,3
Sead Kolašinac,Defender,Bosnia & Herzegovina,339,0,0,1,0.5469999999999999,4
Marouane Fellaini,Forward,Belgium,322,1,0,0,0,7
Bartosz Bereszynski,Defender,Poland,511,0,0,0,0.07,7
Robbie Kruse,Midfielder,Australia,210,0,0,0,0,3
Maxi Meza,Midfielder,Argentina,207,0,0,0,0,4
Kasper Schmeichel,Goalkeeper,Denmark,660,0,0,0,0.017,7
Yaya Sithole,Midfielder,South Africa,229,0,0,0,0.028,3
Jhegson Méndez,Midfielder,Ecuador,180,0,0,0,0.124,2
Mohamed Abdel Shafi,Defender,Egypt,270,0,0,0,0,3
Jan Bednarek,Defender,Poland,238,1,0,0,0.001,7
Alan Franco,Midfielder,Ecuador,300,0,0,0,0.034,7
Aymen Dahmen,Goalkeeper,Tunisia,450,0,0,0,0.005,6
N'Golo Kanté,Midfielder,France,595,0,0,0,0,15
Shinji Kagawa,Midfielder,Japan,232,1,0,1,0,4
Danijel Subašić,Goalkeeper,Croatia,630,0,0,0,0,7
Emil Forsberg,Midfielder,Sweden,417,1,0,0,0,5
Matheus Uribe,Midfielder,Colombia,182,0,0,0,0,4
Johny Placide,Goalkeeper,Haiti,270,0,0,0,0.006,3
Simon Kjær,Defender,Denmark,455,0,0,0,0.021,7
Karim El Ahmadi,Midfielder,Morocco,266,0,0,0,0,3
David Silva,Midfielder,Spain,327,0,0,0,0,4
Vincent Kompany,Defender,Belgium,382,0,0,0,0,6
Miloš Veljković,Defender,Serbia,313,0,0,0,0.007,6
Lucas Hernández,Defender,France,603,0,0,2,0,16
Willian,Midfielder,Brazil,361,0,0,1,0,5
Radamel Falcao,Forward,Colombia,377,1,0,0,0,4
Takashi Inui,Midfielder,Japan,292,2,0,1,0,4
Manuel Da Costa,Defender,Morocco,188,0,0,0,0,3
Shuichi Gonda,Goalkeeper,Japan,390,0,0,0,0.002,4
Facundo Medina,Defender,Argentina,309,0,0,1,0.155,8
William Troost-Ekong,Defender,Nigeria,270,0,0,0,0,3
Ashley Young,Defender,England,462,0,0,1,0,7
Mesut Özil,Midfielder,Germany,180,0,0,0,0,3
Antonee Robinson,Defender,USA,711,0,0,0,0.506,9
Jack Hendry,Defender,Scotland,270,0,0,0,0.031,3
Koke,Midfielder,Spain,279,0,0,0,0.022,8
Zion Suzuki,Goalkeeper,Japan,360,0,0,0,0.013000000000000001,4
David Guzmán,Midfielder,Costa Rica,245,0,0,0,0,3
Daler Kuzyaev,Midfielder,Russia,304,0,0,0,0,5
Rustam Ashurmatov,Defender,Uzbekistan,257,0,0,0,0.01,3
Gabriel Mercado,Defender,Argentina,270,1,0,1,0,4
Kristoffer Nordfeldt,Goalkeeper,Sweden,187,0,0,0,0.002,9
Gi-Hyuk Lee,Defender,South Korea,284,0,0,0,0.056,3
Maciej Rybus,Defender,Poland,180,0,0,0,0,3
Oghenekaro Etebo,Midfielder,Nigeria,269,0,0,0,0,3
Yury Zhirkov,Defender,Russia,221,0,0,0,0,5
Gabriel Gudmundsson,Defender,Sweden,332,0,0,0,0.10500000000000001,4
Duško Tošić,Defender,Serbia,180,0,0,0,0,3
Abdallah Nasib,Defender,Jordan,261,0,0,0,0.011,3
Carlos Vela,Forward,Mexico,322,1,0,0,0,4
Maya Yoshida,Defender,Japan,750,0,0,1,0.026999999999999996,8
Steve Mandanda,Goalkeeper,France,180,0,0,0,0,14
Cheikhou Kouyaté,Midfielder,Senegal,191,0,0,0,0.024,4
Mats Hummels,Defender,Germany,180,0,0,0,0,3
Yuya Osako,Forward,Japan,308,1,0,0,0,4
Birkir Bjarnason,Midfielder,Iceland,269,0,0,0,0,3
Marco Reus,Midfielder,Germany,210,1,0,1,0,3
Anice Badri,Forward,Tunisia,225,0,0,0,0,3
Valon Behrami,Midfielder,Switzerland,311,0,0,0,0,4
Ante Rebić,Forward,Croatia,547,1,0,0,0,7
Keylor Navas,Goalkeeper,Costa Rica,540,0,0,0,0.003,6
Óscar Duarte,Defender,Costa Rica,450,0,0,0,0.009000000000000001,6
Yuto Nagatomo,Defender,Japan,586,0,0,1,0.062,12
Nacer Chadli,Midfielder,Belgium,327,1,0,1,0,7
Kyle Walker,Defender,England,732,0,0,0,0.076,12
Omid Ebrahimi,Midfielder,Iran,260,0,0,0,0,3
Hörður Magnússon,Defender,Iceland,270,0,0,0,0,3
Hassan Tambakti,Defender,Saudi Arabia,393,0,0,0,0.017,6
Miloš Degenek,Defender,Australia,190,0,0,0,0.012,11
Paulinho,Midfielder,Brazil,354,1,0,0,0,5
Hector Herrera,Midfielder,Mexico,528,0,0,0,0.162,7
Danny Rose,Defender,England,203,0,0,0,0,7
Giancarlo González,Defender,Costa Rica,270,0,0,0,0,3
Jordan Pickford,Goalkeeper,England,1813,0,0,0,0.074,20
Mário Fernandes,Defender,Russia,472,1,0,1,0,5
Younès Belhanda,Midfielder,Morocco,228,0,0,0,0,3
Ragnar Sigurðsson,Defender,Iceland,226,0,0,0,0,3
Fakhreddine Ben Youssef,Forward,Tunisia,270,1,0,0,0,3
Sebastian Larsson,Midfielder,Sweden,318,0,0,0,0,4
Juan Cuadrado,Midfielder,Colombia,331,1,0,1,0,4
David Ospina,Goalkeeper,Colombia,390,0,0,0,0,9
Alfreð Finnbogason,Forward,Iceland,264,1,0,0,0,3
Carlos Salcedo,Defender,Mexico,367,0,0,0,0,4
Miranda,Defender,Brazil,463,0,0,0,0,5
Tarek Hamed,Midfielder,Egypt,230,0,0,0,0,3
Dele Alli,Midfielder,England,368,1,0,0,0,7
Mario Mandžukić,Forward,Croatia,608,3,0,1,0,7
Wilmar Barrios,Midfielder,Colombia,269,0,0,0,0,4
Fedor Smolov,Forward,Russia,219,0,0,0,0,5
Mohamed El-Shenawy,Goalkeeper,Egypt,180,0,0,0,0,8
Domagoj Vida,Defender,Croatia,630,1,0,1,0,13
José Fonte,Defender,Portugal,360,0,0,0,0,4
Philippe Coutinho,Midfielder,Brazil,442,2,0,2,0,5
Ruben Loftus-Cheek,Midfielder,England,274,0,0,1,0,7
Viktor Claesson,Midfielder,Sweden,434,0,0,2,0,5
Genki Haraguchi,Midfielder,Japan,246,1,0,0,0,4
Andrés Iniesta,Midfielder,Spain,284,0,0,1,0,4
Steven Zuber,Midfielder,Switzerland,252,1,0,0,0,3
Lasse Schöne,Midfielder,Denmark,219,0,0,0,0,4
Jang Hyun-soo,Defender,South Korea,270,0,0,0,0,3
Ahmed Musa,Forward,Nigeria,207,2,0,0,0,3
Yasser Al-Shahrani,Defender,Saudi Arabia,359,0,0,0,0.004,4
Andrés Andrade,Defender,Panama,270,0,0,0,0.374,3
Nicolai Jørgensen,Forward,Denmark,212,0,0,1,0,4
Stephan Lichtsteiner,Defender,Switzerland,267,0,0,0,0,3
Fagner,Defender,Brazil,373,0,0,0,0,5
Aïssa Mandi,Defender,Algeria,367,0,0,0,0.067,4
Moteb Al-Harbi,Defender,Saudi Arabia,187,0,0,0,0.023,3
Josh Risdon,Defender,Australia,270,0,0,0,0,3
Damián Bobadilla,Midfielder,Paraguay,190,0,0,0,0.026000000000000002,5
Lucas Torreira,Midfielder,Uruguay,304,0,0,0,0,8
Andy Robertson,Defender,Scotland,225,0,0,0,0.302,3
Luca Zidane,Goalkeeper,Algeria,277,0,0,0,0,4
Cristian Gamboa,Defender,Costa Rica,254,0,0,0,0,3
Yoshimar Yotún,Midfielder,Peru,180,0,0,0,0,3
Christian Cueva,Midfielder,Peru,262,0,0,0,0,3
Yan Valery,Defender,Tunisia,252,0,0,0,0.147,3
Orlando Gill,Goalkeeper,Paraguay,491,0,0,0,0.011,5
Miguel Layún,Defender,Mexico,321,0,0,0,0,4
Albin Ekdal,Midfielder,Sweden,421,0,0,0,0,5
Bryan Idowu,Defender,Nigeria,225,0,0,0,0,3
Nabil Dirar,Defender,Morocco,180,0,0,0,0,3
Ali Albulayhi,Defender,Saudi Arabia,307,0,0,0,0.006,5
Jurriën Timber,Defender,Netherlands,390,0,0,0,0.060000000000000005,5
Toni Kroos,Midfielder,Germany,270,1,0,0,0,3
Nathan Patterson,Defender,Scotland,186,0,0,0,0.069,3
Ronwen Williams,Goalkeeper,South Africa,360,0,0,0,0.503,4
Andre Carrillo,Midfielder,Peru,259,1,0,0,0,3
Šime Vrsaljko,Defender,Croatia,607,0,0,1,0,7
Igor Akinfeev,Goalkeeper,Russia,510,0,0,0,0,5
Khadim N'Diaye,Goalkeeper,Senegal,270,0,0,0,0,3
Amir Al-Ammari,Midfielder,Iraq,248,0,0,1,0.328,3
Armando Obispo,Defender,Curaçao,270,0,0,0,0.008,3
Javier Hernández,Forward,Mexico,330,1,0,1,0,4
John Obi Mikel,Midfielder,Nigeria,268,0,0,0,0,3
Jacek Goralski,Midfielder,Poland,180,0,0,0,0,3
Vanja Milinković-Savić,Goalkeeper,Serbia,270,0,0,0,0.01,3
Aleksandar Kolarov,Defender,Serbia,270,1,0,0,0,3
Steven Vitória,Defender,Canada,270,0,0,0,0.025,3
Emiliano Martínez,Goalkeeper,Argentina,1500,0,0,0,0.025,15
Mostafa Shobeir,Goalkeeper,Egypt,491,0,0,0,0.011000000000000001,5
Birkir Már Sævarsson,Defender,Iceland,270,0,0,0,0,3
Hannes Þór Halldórsson,Goalkeeper,Iceland,270,0,0,0,0,3
Aaron Wan-Bissaka,Defender,DR Congo,355,0,0,0,0.194,4
Blerim Džemaili,Midfielder,Switzerland,326,1,0,0,0,4
Wilfred Ndidi,Midfielder,Nigeria,270,0,0,0,0,3
Edison Flores,Forward,Peru,242,0,0,0,0,3
Jhonny Acosta,Defender,Costa Rica,270,0,0,0,0,3
Nikola Vasilj,Goalkeeper,Bosnia & Herzegovina,360,0,0,0,0.003,4
Pedro Gallese,Goalkeeper,Peru,270,0,0,0,0,3
Thorgan Hazard,Midfielder,Belgium,203,0,0,0,0.7569999999999999,10
Noah Sadiki,Midfielder,DR Congo,258,0,0,0,0.30000000000000004,4
Rasmus Kristensen,Defender,Denmark,224,0,0,0,0.07300000000000001,3
M'Baye Niang,Forward,Senegal,247,1,0,1,0,3
João Mário,Midfielder,Portugal,356,0,0,0,0.028999999999999998,9
Mbark Boussoufa,Midfielder,Morocco,270,0,0,0,0,3
Fahad Al-Muwallad,Midfielder,Saudi Arabia,183,0,0,0,0,3
Salif Sané,Defender,Senegal,270,0,0,0,0,3
Marten de Roon,Midfielder,Netherlands,195,0,0,0,0.030000000000000002,9
Mile Jedinak,Defender,Australia,270,2,0,0,0,3
Francis Uzoho,Goalkeeper,Nigeria,270,0,0,0,0,3
